,date,ML,Low_90,High_90
Lazio,2021-03-15,1.67,0.84,11.65
Lazio,2021-03-16,1.1400000000000001,0.65,11.46
Lazio,2021-03-17,0.97,0.6,11.41
Lazio,2021-03-18,1.03,0.6,11.41
Lazio,2021-03-19,1.6400000000000001,0.59,11.4
Lazio,2021-03-20,1.02,0.59,11.4
Lazio,2021-03-21,0.74,0.5700000000000001,11.38
Lazio,2021-03-22,0.74,0.38,11.19
Lazio,2021-03-23,0.74,0.33,11.14
Lazio,2021-03-24,0.67,0.2,11.01
Lazio,2021-03-25,0.7000000000000001,0.21,11.02
Lazio,2021-03-26,1.42,0.23,11.040000000000001
Lazio,2021-03-27,1.42,0.23,11.040000000000001
Lazio,2021-03-28,1.43,0.24,11.05
Lazio,2021-03-29,1.48,0.17,10.98
Lazio,2021-03-30,1.48,0.16,10.97
Lazio,2021-03-31,1.48,0.14,10.950000000000001
Lazio,2021-04-01,1.5,0.29,11.1
Lazio,2021-04-02,1.5,0.37,11.18
Lazio,2021-04-03,1.5,0.91,11.72
Lazio,2021-04-04,1.47,0.9,11.71
Lazio,2021-04-05,1.47,0.66,11.47
Lazio,2021-04-06,1.49,0.48,11.290000000000001
Lazio,2021-04-07,1.49,0.42,11.23
Lazio,2021-04-08,1.49,0.58,11.39
Lazio,2021-04-09,0.0,0.15,10.96
Lazio,2021-04-10,0.0,0.03,10.83
Lazio,2021-04-11,0.72,0.05,10.85
Lazio,2021-04-12,0.0,0.04,10.84
Lazio,2021-04-13,0.73,0.07,10.870000000000001
Lazio,2021-04-14,0.67,0.02,10.81
Lazio,2021-04-15,0.67,0.04,10.83
Lazio,2021-04-16,0.8200000000000001,0.01,10.790000000000001
Lazio,2021-04-17,0.66,0.02,10.8
Lazio,2021-04-18,0.38,0.02,10.8
Lazio,2021-04-19,0.37,0.03,10.81
Lazio,2021-04-20,0.07,0.01,10.790000000000001
Lazio,2021-04-21,0.0,0.02,10.790000000000001
Lazio,2021-04-22,1.33,0.04,10.8
Lazio,2021-04-23,0.26,0.03,10.78
Lazio,2021-04-24,0.0,0.01,10.75
Lazio,2021-04-25,0.0,0.01,10.75
Lazio,2021-04-26,0.0,0.02,10.77
Lazio,2021-04-27,0.0,0.01,10.72
Lazio,2021-04-28,0.0,0.0,10.69
Lazio,2021-04-29,0.0,0.01,10.71
Lazio,2021-04-30,0.0,0.01,10.71
Lazio,2021-05-01,0.0,0.01,10.73
Lazio,2021-05-02,0.0,0.0,10.73
Lazio,2021-05-03,0.0,0.01,10.76
Lazio,2021-05-04,0.0,0.01,10.77
Lazio,2021-05-05,0.0,0.02,10.790000000000001
Lazio,2021-05-06,0.0,0.02,10.790000000000001
Lazio,2021-05-07,0.0,0.02,10.82
Lazio,2021-05-08,0.59,1.19,12.0
Lazio,2021-05-09,0.59,1.19,12.0
Lazio,2021-05-10,0.59,1.19,12.0
Lazio,2021-05-11,0.59,1.19,12.0
Lazio,2021-05-12,0.59,1.19,12.0
Lazio,2021-05-13,0.59,1.19,12.0
Lazio,2021-05-14,0.59,1.19,12.0
Lazio,2021-05-15,0.59,1.19,12.0
Lazio,2021-05-16,0.59,1.19,12.0
Lazio,2021-05-17,0.59,1.19,12.0
Lazio,2021-05-18,0.59,1.19,12.0
Lazio,2021-05-19,0.59,1.19,12.0
Lazio,2021-05-20,0.59,1.19,12.0
Lazio,2021-05-21,0.59,1.19,12.0
Lazio,2021-05-22,0.59,1.19,12.0
Lazio,2021-05-23,0.59,1.19,12.0
Lazio,2021-05-24,0.59,1.19,12.0
Lazio,2021-05-25,0.59,1.19,12.0
Lazio,2021-05-26,0.59,1.19,12.0
Lazio,2021-05-27,0.59,1.19,12.0
Lazio,2021-05-28,0.59,1.19,12.0
Lazio,2021-05-29,0.59,1.19,12.0
Lazio,2021-05-30,0.59,1.19,12.0
Lazio,2021-05-31,0.59,1.19,12.0
Lazio,2021-06-01,0.59,1.19,12.0
Lazio,2021-06-02,0.59,1.19,12.0
Lazio,2021-06-03,0.59,1.19,12.0
Lazio,2021-06-04,0.59,1.19,12.0
Lazio,2021-06-05,0.59,1.19,12.0
Lazio,2021-06-06,0.59,1.19,12.0
Lazio,2021-06-07,0.59,1.19,12.0
Lazio,2021-06-08,0.59,1.19,12.0
Lazio,2021-06-09,0.59,1.19,12.0
Lazio,2021-06-10,0.59,1.19,12.0
Lazio,2021-06-11,0.59,1.19,12.0
Lazio,2021-06-12,0.59,1.19,12.0
Lazio,2021-06-13,0.59,1.19,12.0
Lazio,2021-06-14,0.59,1.19,12.0
Lazio,2021-06-15,0.59,1.19,12.0
Lazio,2021-06-16,0.59,1.19,12.0
Lazio,2021-06-17,0.59,1.19,12.0
Lazio,2021-06-18,0.59,1.19,12.0
Lazio,2021-06-19,0.59,1.19,12.0
Lazio,2021-06-20,0.59,1.19,12.0
Lazio,2021-06-21,0.59,1.19,12.0
Lazio,2021-06-22,0.59,1.19,12.0
Lazio,2021-06-23,0.59,1.19,12.0
Lazio,2021-06-24,0.59,1.19,12.0
Lazio,2021-06-25,0.59,1.19,12.0
Lazio,2021-06-26,0.59,1.19,12.0
Lazio,2021-06-27,0.59,1.19,12.0
Lazio,2021-06-28,0.59,1.19,12.0
Lazio,2021-06-29,0.59,1.19,12.0
Lazio,2021-06-30,0.59,1.19,12.0
Lazio,2021-07-01,0.59,1.19,12.0
Lazio,2021-07-02,0.59,1.19,12.0
Lazio,2021-07-03,0.59,1.19,12.0
Lazio,2021-07-04,1.0,0.0,10.6
Lazio,2021-07-05,2.39,0.0,10.370000000000001
Lazio,2021-07-06,0.45,0.0,10.22
Lazio,2021-07-07,1.31,0.0,10.0
Lazio,2021-07-08,1.6400000000000001,0.0,9.92
Lazio,2021-07-09,2.36,0.0,9.84
Lazio,2021-07-10,2.21,0.0,9.78
Lazio,2021-07-11,2.21,0.0,9.73
Lazio,2021-07-12,2.37,0.0,9.700000000000001
Lazio,2021-07-13,2.5100000000000002,0.0,9.68
Lazio,2021-07-14,2.79,0.0,10.09
Lazio,2021-07-15,2.7800000000000002,0.0,10.370000000000001
Lazio,2021-07-16,2.87,0.02,10.51
Lazio,2021-07-17,2.79,0.07,10.72
Lazio,2021-07-18,2.72,0.13,10.83
Lazio,2021-07-19,2.7800000000000002,0.32,11.06
Lazio,2021-07-20,2.9,0.32,11.08
Lazio,2021-07-21,2.99,1.17,11.950000000000001
Lazio,2021-07-22,3.0500000000000003,1.11,11.9
Lazio,2021-07-23,1.48,1.1400000000000001,11.94
Lazio,2021-07-24,1.48,0.74,11.540000000000001
Lazio,2021-07-25,1.48,0.56,11.36
Lazio,2021-07-26,1.47,0.45,11.25
Lazio,2021-07-27,1.44,0.78,11.59
Lazio,2021-07-28,1.33,0.77,11.58
Lazio,2021-07-29,1.3,0.76,11.57
Lazio,2021-07-30,1.19,0.75,11.56
Lazio,2021-07-31,1.02,0.73,11.540000000000001
Lazio,2021-08-01,0.9500000000000001,0.66,11.47
Lazio,2021-08-02,0.87,0.62,11.43
Lazio,2021-08-03,0.93,0.63,11.44
Lazio,2021-08-04,1.02,0.66,11.47
Lazio,2021-08-05,1.12,0.68,11.49
Lazio,2021-08-06,1.18,0.68,11.49
Lazio,2021-08-07,1.1300000000000001,0.68,11.49
Lazio,2021-08-08,1.07,0.67,11.48
Lazio,2021-08-09,1.05,0.67,11.48
Lazio,2021-08-10,1.06,0.67,11.48
Lazio,2021-08-11,1.06,0.76,11.57
Lazio,2021-08-12,1.05,0.8200000000000001,11.63
Lazio,2021-08-13,1.05,0.74,11.55
Lazio,2021-08-14,1.03,0.45,11.26
Lazio,2021-08-15,1.01,0.33,11.14
Lazio,2021-08-16,0.99,0.3,11.11
Lazio,2021-08-17,0.97,0.26,11.07
Lazio,2021-08-18,0.97,0.23,11.040000000000001
Lazio,2021-08-19,0.97,0.2,11.01
Lazio,2021-08-20,0.9500000000000001,0.17,10.98
Lazio,2021-08-21,0.76,0.14,10.950000000000001
Lazio,2021-08-22,0.19,0.11,10.92
Lazio,2021-08-23,0.15,0.08,10.89
Lazio,2021-08-24,0.0,0.11,10.92
Lazio,2021-08-25,0.0,1.19,12.0
Lazio,2021-08-26,0.0,1.19,12.0
Lazio,2021-08-27,0.0,1.19,12.0
Lazio,2021-08-28,0.0,1.19,12.0
Lazio,2021-08-29,0.59,1.19,12.0
Lazio,2021-08-30,0.59,1.19,12.0
Lazio,2021-08-31,3.77,0.0,10.71
Lazio,2021-09-01,2.65,0.04,10.68
Lazio,2021-09-02,2.22,0.0,10.56
Lazio,2021-09-03,1.67,0.0,10.5
Lazio,2021-09-04,1.24,0.0,10.42
Lazio,2021-09-05,0.75,0.0,10.35
Lazio,2021-09-06,0.13,0.0,10.27
Lazio,2021-09-07,0.13,0.0,10.27
Lazio,2021-09-08,0.13,0.0,10.27
Lazio,2021-09-09,0.13,0.0,10.27
Lazio,2021-09-10,0.0,0.0,10.42
Lazio,2021-09-11,0.0,0.0,10.200000000000001
Lazio,2021-09-12,0.0,0.0,9.91
Lazio,2021-09-13,0.0,0.0,9.540000000000001
Lazio,2021-09-14,0.0,0.0,9.09
Lazio,2021-09-15,0.0,0.0,8.66
Lazio,2021-09-16,0.0,0.0,8.870000000000001
Lazio,2021-09-17,0.0,0.0,8.870000000000001
Lazio,2021-09-18,0.0,0.0,8.870000000000001
Lazio,2021-09-19,0.0,0.0,8.870000000000001
Lazio,2021-09-20,0.0,0.0,8.870000000000001
Lazio,2021-09-21,0.0,0.0,9.44
Lazio,2021-09-22,0.0,0.0,9.9
Lazio,2021-09-23,1.37,0.0,10.26
Lazio,2021-09-24,0.71,0.0,10.540000000000001
Lazio,2021-09-25,1.36,0.03,10.74
Lazio,2021-09-26,0.0,0.02,10.72
Lazio,2021-09-27,0.0,0.0,10.69
Lazio,2021-09-28,0.0,0.0,10.69
Lazio,2021-09-29,0.0,0.0,10.69
Lazio,2021-09-30,0.0,0.02,10.67
Lazio,2021-10-01,0.0,0.0,10.64
Lazio,2021-10-02,0.08,0.02,10.66
Lazio,2021-10-03,0.1,0.0,10.63
Lazio,2021-10-04,2.46,0.0,10.63
Lazio,2021-10-05,2.17,0.04,10.67
Lazio,2021-10-06,2.0300000000000002,0.21,10.84
Lazio,2021-10-07,1.8800000000000001,0.02,10.63
Lazio,2021-10-08,1.78,0.01,10.61
Lazio,2021-10-09,1.77,0.03,10.63
Lazio,2021-10-10,1.76,0.0,10.64
Lazio,2021-10-11,1.59,0.02,10.71
Lazio,2021-10-12,1.3800000000000001,0.01,10.73
Lazio,2021-10-13,1.67,0.01,10.65
Lazio,2021-10-14,1.42,0.01,10.63
Lazio,2021-10-15,1.57,0.02,10.63
Lazio,2021-10-16,2.4,0.02,10.620000000000001
Lazio,2021-10-17,1.98,0.01,10.6
Lazio,2021-10-18,1.9100000000000001,0.01,10.59
Lazio,2021-10-19,1.79,0.05,10.620000000000001
Lazio,2021-10-20,1.9100000000000001,0.06,10.620000000000001
Lazio,2021-10-21,1.98,0.0,10.540000000000001
Lazio,2021-10-22,1.9100000000000001,0.06,10.6
Lazio,2021-10-23,1.73,0.05,10.700000000000001
Lazio,2021-10-24,1.7,0.04,10.72
Lazio,2021-10-25,1.5,0.02,10.72
Lazio,2021-10-26,1.44,0.06,10.78
Lazio,2021-10-27,1.56,0.04,10.77
Lazio,2021-10-28,1.6300000000000001,0.15,10.9
Lazio,2021-10-29,1.67,0.14,10.9
Lazio,2021-10-30,1.59,0.0,10.76
Lazio,2021-10-31,1.43,0.13,10.9
Lazio,2021-11-01,1.04,0.05,10.82
Lazio,2021-11-02,0.9500000000000001,0.02,10.790000000000001
Lazio,2021-11-03,1.22,0.21,10.99
Lazio,2021-11-04,1.68,0.19,10.97
Lazio,2021-11-05,1.67,0.07,10.85
Lazio,2021-11-06,1.43,0.28,11.07
Lazio,2021-11-07,1.1500000000000001,0.18,10.97
Lazio,2021-11-08,0.73,0.12,10.91
Lazio,2021-11-09,0.68,0.11,10.9
Lazio,2021-11-10,0.63,0.1,10.89
Lazio,2021-11-11,1.6,0.11,10.9
Lazio,2021-11-12,1.71,0.04,10.83
Lazio,2021-11-13,1.71,0.25,11.05
Lazio,2021-11-14,0.71,0.23,11.03
Lazio,2021-11-15,0.68,0.21,11.01
Lazio,2021-11-16,0.67,0.21,11.01
Lazio,2021-11-17,0.75,0.26,11.06
Lazio,2021-11-18,0.84,0.4,11.200000000000001
Lazio,2021-11-19,1.62,0.44,11.24
Lazio,2021-11-20,1.25,0.4,11.200000000000001
Lazio,2021-11-21,1.16,0.37,11.17
Lazio,2021-11-22,1.08,0.36,11.16
Lazio,2021-11-23,1.24,0.33,11.13
Lazio,2021-11-24,1.31,0.33,11.13
Lazio,2021-11-25,1.29,0.6,11.4
Lazio,2021-11-26,1.27,0.35000000000000003,11.15
Lazio,2021-11-27,1.24,0.8200000000000001,11.63
Lazio,2021-11-28,1.21,0.77,11.58
Lazio,2021-11-29,1.1400000000000001,0.76,11.57
Lazio,2021-11-30,1.1500000000000001,0.76,11.57
Lazio,2021-12-01,1.19,0.8,11.61
Lazio,2021-12-02,1.28,0.8200000000000001,11.63
Lazio,2021-12-03,1.2,0.81,11.620000000000001
Lazio,2021-12-04,1.1500000000000001,0.77,11.58
Lazio,2021-12-05,1.1,0.6900000000000001,11.5
Lazio,2021-12-06,0.85,0.6,11.41
Lazio,2021-12-07,0.96,0.62,11.43
Lazio,2021-12-08,1.1400000000000001,0.63,11.44
Lazio,2021-12-09,1.19,0.63,11.44
Lazio,2021-12-10,1.51,0.62,11.43
Lazio,2021-12-11,1.42,0.62,11.43
Lazio,2021-12-12,0.98,0.61,11.42
Lazio,2021-12-13,0.98,0.61,11.42
Lazio,2021-12-14,1.09,0.61,11.42
Lazio,2021-12-15,1.1300000000000001,0.7000000000000001,11.51
Lazio,2021-12-16,1.16,0.91,11.72
Lazio,2021-12-17,1.28,1.01,11.82
Lazio,2021-12-18,1.32,1.0,11.81
Lazio,2021-12-19,1.09,0.96,11.77
Lazio,2021-12-20,1.06,0.93,11.74
Lazio,2021-12-21,1.05,0.92,11.73
Lazio,2021-12-22,1.08,0.9500000000000001,11.76
Lazio,2021-12-23,1.31,0.96,11.77
Lazio,2021-12-24,1.33,0.97,11.78
Lazio,2021-12-25,1.33,0.96,11.77
Lazio,2021-12-26,1.3,0.9500000000000001,11.76
Lazio,2021-12-27,1.32,0.9500000000000001,11.76
Lazio,2021-12-28,1.32,0.97,11.78
Lazio,2021-12-29,1.32,1.1,11.91
Lazio,2021-12-30,1.33,1.19,12.0
Liguria,2021-01-01,2.0,0.5,5.54
Liguria,2021-01-02,2.0,0.47000000000000003,5.51
Liguria,2021-01-03,2.0,0.45,5.49
Liguria,2021-01-04,2.0,0.47000000000000003,5.5200000000000005
Liguria,2021-01-05,2.0,0.46,5.51
Liguria,2021-01-06,2.0,0.46,5.51
Liguria,2021-01-07,1.9000000000000001,0.45,5.39
Liguria,2021-01-08,1.99,0.43,5.2700000000000005
Liguria,2021-01-09,2.07,0.47000000000000003,5.23
Liguria,2021-01-10,1.98,0.43,5.12
Liguria,2021-01-11,1.78,0.0,10.63
Liguria,2021-01-12,1.53,0.0,10.61
Liguria,2021-01-13,1.34,0.0,10.59
Liguria,2021-01-14,1.45,0.01,10.58
Liguria,2021-01-15,1.58,0.01,10.56
Liguria,2021-01-16,1.6600000000000001,0.0,10.53
Liguria,2021-01-17,1.6300000000000001,0.01,10.6
Liguria,2021-01-18,1.47,0.02,10.65
Liguria,2021-01-19,1.26,0.0,10.65
Liguria,2021-01-20,1.04,0.02,10.700000000000001
Liguria,2021-01-21,0.49,0.01,10.700000000000001
Liguria,2021-01-22,0.46,0.0,10.68
Liguria,2021-01-23,0.52,0.01,10.69
Liguria,2021-01-24,0.5,0.01,10.69
Liguria,2021-01-25,0.38,0.0,10.67
Liguria,2021-01-26,0.36,0.01,10.67
Liguria,2021-01-27,0.34,0.0,10.64
Liguria,2021-01-28,0.32,0.0,10.63
Liguria,2021-01-29,0.44,0.0,10.63
Liguria,2021-01-30,0.8300000000000001,0.01,10.64
Liguria,2021-01-31,1.35,0.0,10.63
Liguria,2021-02-01,1.31,0.01,10.66
Liguria,2021-02-02,0.91,0.01,10.68
Liguria,2021-02-03,0.8300000000000001,0.02,10.71
Liguria,2021-02-04,1.07,0.01,10.700000000000001
Liguria,2021-02-05,1.4000000000000001,0.07,10.78
Liguria,2021-02-06,1.36,0.06,10.790000000000001
Liguria,2021-02-07,1.16,0.05,10.790000000000001
Liguria,2021-02-08,1.1,0.03,10.77
Liguria,2021-02-09,1.0,0.01,10.75
Liguria,2021-02-10,0.91,0.01,10.75
Liguria,2021-02-11,0.98,0.0,10.74
Liguria,2021-02-12,1.08,0.09,10.84
Liguria,2021-02-13,1.1500000000000001,0.08,10.83
Liguria,2021-02-14,1.06,0.02,10.77
Liguria,2021-02-15,0.98,0.04,10.8
Liguria,2021-02-16,0.92,0.0,10.76
Liguria,2021-02-17,0.89,0.03,10.8
Liguria,2021-02-18,0.79,0.01,10.78
Liguria,2021-02-19,0.0,0.02,10.78
Liguria,2021-02-20,0.0,0.02,10.77
Liguria,2021-02-21,0.0,0.0,10.74
Liguria,2021-02-22,2.4,0.01,10.75
Liguria,2021-02-23,2.24,0.02,10.76
Liguria,2021-02-24,2.11,0.03,10.77
Liguria,2021-02-25,1.97,0.0,10.73
Liguria,2021-02-26,1.86,0.05,10.78
Liguria,2021-02-27,1.8,0.16,10.89
Liguria,2021-02-28,1.77,0.03,10.75
Liguria,2021-03-01,1.6400000000000001,0.11,10.85
Liguria,2021-03-02,1.3800000000000001,0.1,10.85
Liguria,2021-03-03,1.27,0.18,10.94
Liguria,2021-03-04,1.16,0.07,10.83
Liguria,2021-03-05,1.07,0.01,10.77
Liguria,2021-03-06,0.98,0.11,10.88
Liguria,2021-03-07,0.9,0.06,10.83
Liguria,2021-03-08,0.81,0.04,10.81
Liguria,2021-03-09,0.8,0.01,10.77
Liguria,2021-03-10,0.86,0.02,10.78
Liguria,2021-03-11,0.96,0.03,10.790000000000001
Liguria,2021-03-12,0.96,0.04,10.8
Liguria,2021-03-13,0.84,0.0,10.75
Liguria,2021-03-14,0.75,0.01,10.76
Liguria,2021-03-15,0.58,0.01,10.76
Liguria,2021-03-16,0.47000000000000003,0.0,10.75
Liguria,2021-03-17,0.78,0.0,10.74
Liguria,2021-03-18,0.97,0.01,10.74
Liguria,2021-03-19,1.02,0.01,10.74
Liguria,2021-03-20,1.03,0.02,10.75
Liguria,2021-03-21,0.9,0.0,10.72
Liguria,2021-03-22,0.84,0.02,10.75
Liguria,2021-03-23,0.9400000000000001,0.02,10.75
Liguria,2021-03-24,1.22,0.01,10.74
Liguria,2021-03-25,1.49,0.06,10.8
Liguria,2021-03-26,1.7,0.09,10.83
Liguria,2021-03-27,1.83,0.12,10.870000000000001
Liguria,2021-03-28,1.96,0.13,10.89
Liguria,2021-03-29,2.05,0.08,10.85
Liguria,2021-03-30,2.21,0.1,10.88
Liguria,2021-03-31,2.24,0.04,10.82
Liguria,2021-04-01,0.74,0.15,10.94
Liguria,2021-04-02,0.81,0.12,10.91
Liguria,2021-04-03,0.87,0.12,10.91
Liguria,2021-04-04,0.86,0.13,10.92
Liguria,2021-04-05,0.8,0.12,10.91
Liguria,2021-04-06,0.6900000000000001,0.0,10.78
Liguria,2021-04-07,0.61,0.01,10.790000000000001
Liguria,2021-04-08,0.61,0.02,10.8
Liguria,2021-04-09,0.58,0.01,10.790000000000001
Liguria,2021-04-10,0.33,0.01,10.790000000000001
Liguria,2021-04-11,0.33,0.0,10.77
Liguria,2021-04-12,0.22,0.0,10.77
Liguria,2021-04-13,0.15,0.01,10.78
Liguria,2021-04-14,0.07,0.0,10.77
Liguria,2021-04-15,0.06,0.0,10.73
Liguria,2021-04-16,0.06,0.0,10.700000000000001
Liguria,2021-04-17,0.07,0.0,10.67
Liguria,2021-04-18,0.0,0.0,10.65
Liguria,2021-04-19,0.0,0.0,10.620000000000001
Liguria,2021-04-20,0.0,0.0,10.52
Liguria,2021-04-21,0.0,0.0,10.46
Liguria,2021-04-22,0.29,0.0,10.41
Liguria,2021-04-23,1.1300000000000001,0.0,10.36
Liguria,2021-04-24,1.02,0.0,10.3
Liguria,2021-04-25,0.58,0.0,10.35
Liguria,2021-04-26,0.1,0.0,10.370000000000001
Liguria,2021-04-27,0.0,0.0,10.42
Liguria,2021-04-28,0.0,0.0,10.46
Liguria,2021-04-29,0.41000000000000003,0.0,10.46
Liguria,2021-04-30,0.07,0.0,10.53
Liguria,2021-05-01,0.0,0.01,10.6
Liguria,2021-05-02,0.44,0.0,10.61
Liguria,2021-05-03,0.0,0.0,10.64
Liguria,2021-05-04,0.0,0.0,10.66
Liguria,2021-05-05,0.0,0.0,10.68
Liguria,2021-05-06,2.09,0.0,10.63
Liguria,2021-05-07,2.56,0.02,10.620000000000001
Liguria,2021-05-08,2.49,0.01,10.57
Liguria,2021-05-09,2.18,0.02,10.59
Liguria,2021-05-10,1.46,0.0,10.57
Liguria,2021-05-11,0.52,0.0,10.58
Liguria,2021-05-12,0.0,0.0,10.59
Liguria,2021-05-13,0.0,0.0,10.6
Liguria,2021-05-14,1.21,0.0,10.61
Liguria,2021-05-15,1.35,0.02,10.64
Liguria,2021-05-16,0.0,0.0,10.69
Liguria,2021-05-17,0.0,0.01,10.74
Liguria,2021-05-18,0.0,0.02,10.78
Liguria,2021-05-19,0.0,0.01,10.790000000000001
Liguria,2021-05-20,0.0,0.03,10.83
Liguria,2021-05-21,0.0,0.08,10.89
Liguria,2021-05-22,0.0,0.19,11.0
Liguria,2021-05-23,0.0,1.19,12.0
Liguria,2021-05-24,0.0,1.19,12.0
Liguria,2021-05-25,0.0,1.19,12.0
Liguria,2021-05-26,0.0,1.19,12.0
Liguria,2021-05-27,0.0,1.19,12.0
Liguria,2021-05-28,0.0,1.19,12.0
Liguria,2021-05-29,0.0,1.19,12.0
Liguria,2021-05-30,0.0,1.19,12.0
Liguria,2021-05-31,0.0,1.19,12.0
Liguria,2021-06-01,0.0,1.19,12.0
Liguria,2021-06-02,0.0,1.19,12.0
Liguria,2021-06-03,0.0,1.19,12.0
Liguria,2021-06-04,0.0,1.19,12.0
Liguria,2021-06-05,0.0,1.19,12.0
Liguria,2021-06-06,0.0,1.19,12.0
Liguria,2021-06-07,0.0,1.19,12.0
Liguria,2021-06-08,0.0,1.19,12.0
Liguria,2021-06-09,0.0,1.19,12.0
Liguria,2021-06-10,0.0,1.19,12.0
Liguria,2021-06-11,0.0,1.19,12.0
Liguria,2021-06-12,0.0,1.19,12.0
Liguria,2021-06-13,0.0,1.19,12.0
Liguria,2021-06-14,0.0,1.19,12.0
Liguria,2021-06-15,0.0,1.19,12.0
Liguria,2021-06-16,0.0,1.19,12.0
Liguria,2021-06-17,0.0,1.19,12.0
Liguria,2021-06-18,1.0,0.0,10.6
Liguria,2021-06-19,1.0,0.0,10.32
Liguria,2021-06-20,1.0,0.0,9.94
Liguria,2021-06-21,1.0,0.0,9.41
Liguria,2021-06-22,0.0,0.0,8.870000000000001
Liguria,2021-06-23,0.0,0.0,8.870000000000001
Liguria,2021-06-24,0.0,0.0,8.870000000000001
Liguria,2021-06-25,0.0,0.0,8.870000000000001
Liguria,2021-06-26,0.0,0.0,8.870000000000001
Liguria,2021-06-27,0.0,0.0,8.870000000000001
Liguria,2021-06-28,0.0,0.0,9.55
Liguria,2021-06-29,0.0,0.0,10.040000000000001
Liguria,2021-06-30,0.0,0.0,10.4
Liguria,2021-07-01,0.0,0.0,10.67
Liguria,2021-07-02,0.0,1.19,12.0
Liguria,2021-07-03,1.0,0.0,10.6
Liguria,2021-07-04,1.0,0.0,10.32
Liguria,2021-07-05,1.85,0.0,10.02
Liguria,2021-07-06,2.5100000000000002,0.0,9.81
Liguria,2021-07-07,2.5500000000000003,0.0,9.64
Liguria,2021-07-08,2.42,0.0,9.49
Liguria,2021-07-09,2.2800000000000002,0.0,9.35
Liguria,2021-07-10,2.08,0.0,9.23
Liguria,2021-07-11,1.8900000000000001,0.0,9.11
Liguria,2021-07-12,1.78,0.0,8.98
Liguria,2021-07-13,1.85,0.0,9.52
Liguria,2021-07-14,1.9000000000000001,0.01,9.97
Liguria,2021-07-15,1.82,0.01,10.24
Liguria,2021-07-16,1.77,0.0,10.35
Liguria,2021-07-17,1.68,0.01,10.450000000000001
Liguria,2021-07-18,1.68,0.01,10.51
Liguria,2021-07-19,1.69,0.01,10.56
Liguria,2021-07-20,1.74,0.02,10.61
Liguria,2021-07-21,1.79,0.0,10.620000000000001
Liguria,2021-07-22,1.77,0.07,10.73
Liguria,2021-07-23,1.72,0.11,10.8
Liguria,2021-07-24,1.68,0.06,10.77
Liguria,2021-07-25,1.6500000000000001,0.08,10.81
Liguria,2021-07-26,1.57,0.04,10.78
Liguria,2021-07-27,1.4000000000000001,0.05,10.8
Liguria,2021-07-28,0.9,0.02,10.77
Liguria,2021-07-29,0.92,0.0,10.75
Liguria,2021-07-30,0.96,0.0,10.75
Liguria,2021-07-31,0.9400000000000001,0.01,10.76
Liguria,2021-08-01,0.8300000000000001,0.01,10.76
Liguria,2021-08-02,0.77,0.02,10.77
Liguria,2021-08-03,0.71,0.02,10.77
Liguria,2021-08-04,0.75,0.03,10.78
Liguria,2021-08-05,0.76,0.0,10.74
Liguria,2021-08-06,0.8300000000000001,0.02,10.76
Liguria,2021-08-07,0.8,0.02,10.76
Liguria,2021-08-08,0.71,0.0,10.73
Liguria,2021-08-09,0.61,0.0,10.73
Liguria,2021-08-10,0.6,0.02,10.75
Liguria,2021-08-11,0.67,0.01,10.73
Liguria,2021-08-12,0.74,0.02,10.74
Liguria,2021-08-13,0.91,0.01,10.72
Liguria,2021-08-14,0.9,0.01,10.72
Liguria,2021-08-15,0.88,0.01,10.72
Liguria,2021-08-16,0.74,0.0,10.700000000000001
Liguria,2021-08-17,0.8300000000000001,0.01,10.71
Liguria,2021-08-18,1.04,0.02,10.72
Liguria,2021-08-19,1.24,0.01,10.700000000000001
Liguria,2021-08-20,1.1500000000000001,0.02,10.72
Liguria,2021-08-21,0.97,0.0,10.700000000000001
Liguria,2021-08-22,0.78,0.01,10.72
Liguria,2021-08-23,0.62,0.01,10.72
Liguria,2021-08-24,0.56,0.01,10.72
Liguria,2021-08-25,0.72,0.01,10.71
Liguria,2021-08-26,0.87,0.0,10.69
Liguria,2021-08-27,0.84,0.0,10.69
Liguria,2021-08-28,0.8,0.01,10.700000000000001
Liguria,2021-08-29,0.65,0.01,10.700000000000001
Liguria,2021-08-30,0.51,0.0,10.68
Liguria,2021-08-31,0.58,0.0,10.66
Liguria,2021-09-01,0.75,0.0,10.64
Liguria,2021-09-02,0.9400000000000001,0.01,10.65
Liguria,2021-09-03,1.1300000000000001,0.0,10.63
Liguria,2021-09-04,1.07,0.01,10.65
Liguria,2021-09-05,0.88,0.01,10.66
Liguria,2021-09-06,0.6900000000000001,0.0,10.66
Liguria,2021-09-07,0.33,0.0,10.68
Liguria,2021-09-08,0.0,0.0,10.66
Liguria,2021-09-09,0.84,0.0,10.57
Liguria,2021-09-10,0.97,0.0,10.48
Liguria,2021-09-11,0.36,0.0,10.4
Liguria,2021-09-12,0.44,0.0,10.290000000000001
Liguria,2021-09-13,0.0,0.0,10.23
Liguria,2021-09-14,0.0,0.0,10.040000000000001
Liguria,2021-09-15,0.0,0.0,9.72
Liguria,2021-09-16,0.26,0.0,9.4
Liguria,2021-09-17,0.85,0.0,9.16
Liguria,2021-09-18,1.17,0.0,9.0
Liguria,2021-09-19,1.17,0.0,9.120000000000001
Liguria,2021-09-20,0.7000000000000001,0.0,9.27
Liguria,2021-09-21,0.41000000000000003,0.0,9.25
Liguria,2021-09-22,0.0,0.0,9.15
