,date,ML,Low_90,High_90
Umbria,2021-02-20,0.25,0.0,10.78
Umbria,2021-02-21,0.2,0.01,10.790000000000001
Umbria,2021-02-22,0.18,0.0,10.77
Umbria,2021-02-23,0.11,0.0,10.76
Umbria,2021-02-24,0.03,0.0,10.76
Umbria,2021-02-25,0.0,0.0,10.74
Umbria,2021-02-26,0.0,0.0,10.700000000000001
Umbria,2021-02-27,0.0,0.0,10.65
Umbria,2021-02-28,0.0,0.0,10.620000000000001
Umbria,2021-03-01,0.0,0.0,10.6
Umbria,2021-03-02,0.0,0.0,10.59
Umbria,2021-03-03,0.0,0.0,10.57
Umbria,2021-03-04,0.0,0.0,10.57
Umbria,2021-03-05,0.0,0.0,10.57
Umbria,2021-03-06,0.0,0.0,10.58
Umbria,2021-03-07,0.0,0.0,10.61
Umbria,2021-03-08,0.0,0.0,10.65
Umbria,2021-03-09,0.0,0.01,10.72
Umbria,2021-03-10,0.0,0.0,10.74
Umbria,2021-03-11,0.0,0.02,10.790000000000001
Umbria,2021-03-12,0.0,0.0,10.78
Umbria,2021-03-13,0.0,0.02,10.82
Umbria,2021-03-14,0.0,0.08,10.89
Umbria,2021-03-15,0.0,0.36,11.17
Umbria,2021-03-16,0.17,1.19,12.0
Umbria,2021-03-17,0.17,1.19,12.0
Umbria,2021-03-18,0.17,1.19,12.0
Umbria,2021-03-19,0.17,1.19,12.0
Umbria,2021-03-20,0.17,1.19,12.0
Umbria,2021-03-21,0.17,1.19,12.0
Umbria,2021-03-22,0.17,1.19,12.0
Umbria,2021-03-23,0.17,1.19,12.0
Umbria,2021-03-24,3.42,0.8,11.58
Umbria,2021-03-25,2.89,0.34,11.09
Umbria,2021-03-26,2.38,0.17,10.9
Umbria,2021-03-27,1.93,0.02,10.72
Umbria,2021-03-28,1.61,0.01,10.69
Umbria,2021-03-29,1.42,0.02,10.68
Umbria,2021-03-30,1.22,0.0,10.64
Umbria,2021-03-31,1.11,0.0,10.61
Umbria,2021-04-01,0.9400000000000001,0.01,10.6
Umbria,2021-04-02,0.76,0.0,10.56
Umbria,2021-04-03,0.48,0.0,10.57
Umbria,2021-04-04,0.53,0.0,10.51
Umbria,2021-04-05,0.51,0.0,10.450000000000001
Umbria,2021-04-06,0.5,0.0,10.4
Umbria,2021-04-07,0.39,0.0,10.36
Umbria,2021-04-08,0.1,0.0,10.33
Umbria,2021-04-09,0.0,0.0,10.27
Umbria,2021-04-10,0.0,0.0,10.23
Umbria,2021-04-11,0.0,0.0,10.27
Umbria,2021-04-12,0.0,0.0,10.31
Umbria,2021-04-13,0.0,0.0,10.36
Umbria,2021-04-14,0.0,0.0,10.48
Umbria,2021-04-15,0.0,0.0,10.57
Umbria,2021-04-16,0.0,0.0,10.64
Umbria,2021-04-17,0.0,0.0,10.69
Umbria,2021-04-18,0.0,0.0,10.49
Umbria,2021-04-19,0.0,0.0,10.31
Umbria,2021-04-20,1.72,0.0,10.17
Umbria,2021-04-21,1.47,0.0,9.92
Umbria,2021-04-22,0.79,0.0,9.67
Umbria,2021-04-23,0.8300000000000001,0.0,9.040000000000001
Umbria,2021-04-24,0.86,0.0,8.21
Umbria,2021-04-25,1.16,0.0,7.55
Umbria,2021-04-26,1.25,0.0,7.4
Umbria,2021-04-27,1.58,0.0,7.15
Umbria,2021-04-28,1.72,0.0,7.87
Umbria,2021-04-29,1.47,0.0,8.33
Umbria,2021-04-30,1.27,0.0,8.76
Umbria,2021-05-01,1.04,0.0,9.11
Umbria,2021-05-02,1.1500000000000001,0.0,9.32
Umbria,2021-05-03,0.92,0.0,9.77
Umbria,2021-05-04,1.05,0.0,10.07
Umbria,2021-05-05,0.79,0.0,10.26
Umbria,2021-05-06,0.68,0.0,10.23
Umbria,2021-05-07,0.4,0.0,10.21
Umbria,2021-05-08,0.27,0.0,10.23
Umbria,2021-05-09,0.15,0.0,10.25
Umbria,2021-05-10,0.14,0.0,10.27
Umbria,2021-05-11,0.33,0.0,10.3
Umbria,2021-05-12,0.55,0.0,10.34
Umbria,2021-05-13,0.48,0.0,10.38
Umbria,2021-05-14,0.0,0.0,10.46
Umbria,2021-05-15,0.0,0.0,10.52
Umbria,2021-05-16,0.0,0.0,10.5
Umbria,2021-05-17,0.0,0.0,10.47
Umbria,2021-05-18,0.21,0.0,10.4
Umbria,2021-05-19,0.33,0.0,10.28
Umbria,2021-05-20,0.14,0.0,10.15
Umbria,2021-05-21,0.0,0.0,9.94
Umbria,2021-05-22,0.0,0.0,9.540000000000001
Umbria,2021-05-23,0.0,0.0,9.59
Umbria,2021-05-24,0.0,0.0,9.64
Umbria,2021-05-25,0.0,0.0,9.65
Umbria,2021-05-26,0.0,0.0,9.88
Umbria,2021-05-27,0.0,0.0,10.06
Umbria,2021-05-28,0.0,0.0,10.26
Umbria,2021-05-29,0.0,0.0,10.43
Umbria,2021-05-30,0.0,0.0,10.55
Umbria,2021-05-31,0.0,0.0,10.67
Umbria,2021-06-01,0.72,1.19,12.0
Umbria,2021-06-02,0.72,1.19,12.0
Umbria,2021-06-03,0.72,1.19,12.0
Umbria,2021-06-04,0.72,1.19,12.0
Umbria,2021-06-05,0.72,1.19,12.0
Umbria,2021-06-06,0.72,1.19,12.0
Umbria,2021-06-07,0.72,1.19,12.0
Umbria,2021-06-08,0.72,1.19,12.0
Umbria,2021-06-09,0.72,1.19,12.0
Umbria,2021-06-10,0.72,1.19,12.0
Umbria,2021-06-11,0.72,1.19,12.0
Umbria,2021-06-12,0.72,1.19,12.0
Umbria,2021-06-13,1.0,0.0,10.6
Umbria,2021-06-14,2.39,0.0,10.370000000000001
Umbria,2021-06-15,1.72,0.0,10.17
Umbria,2021-06-16,1.47,0.0,9.92
Umbria,2021-06-17,0.79,0.0,9.67
Umbria,2021-06-18,0.8300000000000001,0.0,9.040000000000001
Umbria,2021-06-19,0.03,0.0,8.38
Umbria,2021-06-20,0.03,0.0,8.38
Umbria,2021-06-21,0.03,0.0,8.38
Umbria,2021-06-22,0.19,0.0,7.37
Umbria,2021-06-23,0.19,0.0,7.37
Umbria,2021-06-24,0.0,0.0,6.93
Umbria,2021-06-25,0.0,0.0,6.58
Umbria,2021-06-26,0.0,0.0,6.390000000000001
Umbria,2021-06-27,0.0,0.0,7.08
Umbria,2021-06-28,0.0,0.0,8.15
Umbria,2021-06-29,0.0,0.0,8.870000000000001
Umbria,2021-06-30,0.0,0.0,8.870000000000001
Umbria,2021-07-01,0.0,0.0,8.870000000000001
Umbria,2021-07-02,0.0,0.0,9.55
Umbria,2021-07-03,0.0,0.0,10.040000000000001
Umbria,2021-07-04,0.0,0.0,10.4
Umbria,2021-07-05,0.0,0.0,10.67
Umbria,2021-07-06,0.72,1.19,12.0
Umbria,2021-07-07,0.72,1.19,12.0
Umbria,2021-07-08,0.72,1.19,12.0
Umbria,2021-07-09,1.0,0.0,10.6
Umbria,2021-07-10,1.0,0.0,10.32
Umbria,2021-07-11,1.0,0.0,9.94
Umbria,2021-07-12,1.0,0.0,9.41
Umbria,2021-07-13,1.1300000000000001,0.0,9.27
Umbria,2021-07-14,1.62,0.0,9.11
Umbria,2021-07-15,1.93,0.0,9.03
Umbria,2021-07-16,2.13,0.0,8.96
Umbria,2021-07-17,2.1,0.0,8.9
Umbria,2021-07-18,1.87,0.0,8.85
Umbria,2021-07-19,1.73,0.0,9.43
Umbria,2021-07-20,1.67,0.0,9.89
Umbria,2021-07-21,1.73,0.01,10.26
Umbria,2021-07-22,1.79,0.01,10.53
Umbria,2021-07-23,1.71,0.12,10.75
Umbria,2021-07-24,1.6,0.1,10.78
Umbria,2021-07-25,1.54,0.12,10.82
Umbria,2021-07-26,1.45,0.04,10.75
Umbria,2021-07-27,1.41,0.03,10.75
Umbria,2021-07-28,1.43,0.04,10.77
Umbria,2021-07-29,1.41,0.1,10.84
Umbria,2021-07-30,1.37,0.14,10.89
Umbria,2021-07-31,1.32,0.07,10.83
Umbria,2021-08-01,1.27,0.07,10.84
Umbria,2021-08-02,1.18,0.04,10.81
Umbria,2021-08-03,1.1,0.0,10.76
Umbria,2021-08-04,1.1300000000000001,0.01,10.77
Umbria,2021-08-05,1.21,0.02,10.78
Umbria,2021-08-06,1.09,0.02,10.78
Umbria,2021-08-07,0.9,0.03,10.790000000000001
Umbria,2021-08-08,0.61,0.03,10.790000000000001
Umbria,2021-08-09,0.39,0.0,10.75
Umbria,2021-08-10,0.67,0.02,10.77
Umbria,2021-08-11,0.75,0.02,10.76
Umbria,2021-08-12,0.84,0.0,10.73
Umbria,2021-08-13,0.79,0.01,10.74
Umbria,2021-08-14,0.67,0.01,10.74
Umbria,2021-08-15,0.58,0.01,10.74
Umbria,2021-08-16,0.45,0.0,10.72
Umbria,2021-08-17,0.3,0.0,10.72
Umbria,2021-08-18,0.36,0.01,10.700000000000001
Umbria,2021-08-19,0.32,0.0,10.65
Umbria,2021-08-20,0.07,0.0,10.63
Umbria,2021-08-21,0.0,0.0,10.540000000000001
Umbria,2021-08-22,0.0,0.0,10.44
Umbria,2021-08-23,0.0,0.0,10.370000000000001
Umbria,2021-08-24,0.0,0.0,10.31
Umbria,2021-08-25,0.0,0.0,10.26
Umbria,2021-08-26,0.26,0.0,10.200000000000001
Umbria,2021-08-27,0.29,0.0,10.16
Umbria,2021-08-28,0.0,0.0,10.19
Umbria,2021-08-29,0.0,0.0,10.05
Umbria,2021-08-30,0.01,0.0,9.99
Umbria,2021-08-31,0.61,0.0,10.040000000000001
Umbria,2021-09-01,0.53,0.0,10.14
Umbria,2021-09-02,0.65,0.0,10.18
Umbria,2021-09-03,0.39,0.0,10.21
Umbria,2021-09-04,0.0,0.0,10.25
Umbria,2021-09-05,0.0,0.0,10.27
Umbria,2021-09-06,0.0,0.0,10.27
Umbria,2021-09-07,0.0,0.0,10.03
Umbria,2021-09-08,1.06,0.0,10.0
Umbria,2021-09-09,1.41,0.0,9.94
Umbria,2021-09-10,1.21,0.0,9.91
Umbria,2021-09-11,0.92,0.0,9.84
Umbria,2021-09-12,0.54,0.0,9.790000000000001
Umbria,2021-09-13,0.31,0.0,9.69
Umbria,2021-09-14,0.47000000000000003,0.0,9.5
Umbria,2021-09-15,0.53,0.0,9.23
Umbria,2021-09-16,0.8300000000000001,0.0,8.55
Umbria,2021-09-17,0.26,0.0,8.370000000000001
Umbria,2021-09-18,0.02,0.0,8.870000000000001
Umbria,2021-09-19,0.0,0.0,9.23
Umbria,2021-09-20,0.0,0.0,9.5
Umbria,2021-09-21,0.0,0.0,9.72
Umbria,2021-09-22,0.0,0.0,9.89
Umbria,2021-09-23,0.0,0.0,10.06
Umbria,2021-09-24,0.0,0.0,10.23
Umbria,2021-09-25,0.0,0.0,10.4
Umbria,2021-09-26,0.0,0.0,10.67
Umbria,2021-09-27,0.72,1.19,12.0
Umbria,2021-09-28,0.72,1.19,12.0
Umbria,2021-09-29,0.72,1.19,12.0
Umbria,2021-09-30,0.72,1.19,12.0
Umbria,2021-10-01,0.72,1.19,12.0
Umbria,2021-10-02,0.72,1.19,12.0
Umbria,2021-10-03,0.72,1.19,12.0
Umbria,2021-10-04,1.0,0.0,10.6
Umbria,2021-10-05,2.39,0.0,10.370000000000001
Umbria,2021-10-06,0.45,0.0,10.22
Umbria,2021-10-07,0.65,0.0,9.8
Umbria,2021-10-08,0.0,0.0,9.38
Umbria,2021-10-09,0.0,0.0,9.38
Umbria,2021-10-10,0.0,0.0,9.38
Umbria,2021-10-11,0.0,0.0,9.38
Umbria,2021-10-12,0.0,0.0,9.38
Umbria,2021-10-13,0.0,0.0,8.66
Umbria,2021-10-14,0.0,0.0,9.1
Umbria,2021-10-15,0.0,0.0,9.33
Umbria,2021-10-16,1.9000000000000001,0.0,9.47
Umbria,2021-10-17,2.25,0.0,9.870000000000001
Umbria,2021-10-18,2.97,0.0,10.120000000000001
Umbria,2021-10-19,2.82,0.0,10.09
Umbria,2021-10-20,2.69,0.0,10.07
Umbria,2021-10-21,2.59,0.0,10.05
Umbria,2021-10-22,2.57,0.01,10.05
Umbria,2021-10-23,2.7,0.01,10.38
Umbria,2021-10-24,2.5500000000000003,0.03,10.57
Umbria,2021-10-25,2.46,0.0,10.63
Umbria,2021-10-26,0.97,0.0,10.68
Umbria,2021-10-27,0.9,0.05,10.77
Umbria,2021-10-28,0.96,0.0,10.72
Umbria,2021-10-29,0.93,0.04,10.77
Umbria,2021-10-30,0.86,0.0,10.72
Umbria,2021-10-31,0.78,0.01,10.73
Umbria,2021-11-01,0.7000000000000001,0.02,10.74
Umbria,2021-11-02,0.74,0.01,10.72
Umbria,2021-11-03,0.8300000000000001,0.0,10.700000000000001
Umbria,2021-11-04,0.96,0.02,10.72
Umbria,2021-11-05,1.03,0.02,10.72
Umbria,2021-11-06,1.05,0.01,10.71
Umbria,2021-11-07,0.9500000000000001,0.01,10.71
Umbria,2021-11-08,0.88,0.0,10.700000000000001
Umbria,2021-11-09,0.85,0.0,10.700000000000001
Umbria,2021-11-10,0.86,0.0,10.700000000000001
Umbria,2021-11-11,0.9,0.01,10.71
Umbria,2021-11-12,0.81,0.02,10.72
Umbria,2021-11-13,0.71,0.0,10.69
Umbria,2021-11-14,0.68,0.0,10.68
Umbria,2021-11-15,0.64,0.01,10.68
Umbria,2021-11-16,0.58,0.0,10.65
Umbria,2021-11-17,0.62,0.01,10.65
Umbria,2021-11-18,0.7000000000000001,0.0,10.620000000000001
Umbria,2021-11-19,0.81,0.0,10.6
Umbria,2021-11-20,0.86,0.0,10.59
Umbria,2021-11-21,0.8300000000000001,0.0,10.59
Umbria,2021-11-22,0.77,0.0,10.59
Umbria,2021-11-23,0.72,0.0,10.59
Umbria,2021-11-24,0.65,0.0,10.57
Umbria,2021-11-25,0.71,0.0,10.55
Umbria,2021-11-26,0.84,0.0,10.53
Umbria,2021-11-27,0.85,0.0,10.52
Umbria,2021-11-28,0.73,0.0,10.52
Umbria,2021-11-29,0.6,0.0,10.51
Umbria,2021-11-30,0.62,0.0,10.5
Umbria,2021-12-01,0.79,0.0,10.5
Umbria,2021-12-02,1.2,0.0,10.51
Umbria,2021-12-03,1.78,0.0,10.52
Umbria,2021-12-04,1.8800000000000001,0.01,10.56
Umbria,2021-12-05,1.69,0.0,10.59
Umbria,2021-12-06,1.46,0.02,10.65
Umbria,2021-12-07,1.27,0.0,10.65
Umbria,2021-12-08,1.6300000000000001,0.01,10.68
Umbria,2021-12-09,1.76,0.06,10.75
Umbria,2021-12-10,1.59,0.15,10.870000000000001
Umbria,2021-12-11,1.52,0.07,10.8
Umbria,2021-12-12,1.46,0.08,10.82
Umbria,2021-12-13,1.42,0.14,10.89
Umbria,2021-12-14,1.41,0.05,10.8
Umbria,2021-12-15,1.49,0.15,10.91
Umbria,2021-12-16,1.56,0.04,10.8
Umbria,2021-12-17,1.56,0.51,11.28
Umbria,2021-12-18,1.52,0.68,11.46
Umbria,2021-12-19,1.47,0.58,11.36
Umbria,2021-12-20,1.51,0.81,11.6
Umbria,2021-12-21,1.5,0.76,11.55
Umbria,2021-12-22,1.52,0.64,11.43
Umbria,2021-12-23,1.62,1.0,11.8
Umbria,2021-12-24,1.57,0.96,11.76
Umbria,2021-12-25,1.58,0.89,11.69
Umbria,2021-12-26,1.52,0.79,11.59
Umbria,2021-12-27,1.58,1.16,11.97
Umbria,2021-12-28,1.6400000000000001,1.19,12.0
Umbria,2021-12-29,1.72,1.19,12.0
Umbria,2021-12-30,2.13,1.19,12.0
Veneto,2021-01-01,2.0,0.5,5.54
Veneto,2021-01-02,2.0,0.5,5.54
Veneto,2021-01-03,2.0,0.5,5.54
Veneto,2021-01-04,2.0,0.5,5.54
Veneto,2021-01-05,2.0,0.49,5.53
Veneto,2021-01-06,2.0,0.49,5.53
Veneto,2021-01-07,2.0,0.48,5.5200000000000005
Veneto,2021-01-08,2.0,0.47000000000000003,5.51
Veneto,2021-01-09,2.0,0.46,5.5
Veneto,2021-01-10,2.0,0.46,5.5
Veneto,2021-01-11,0.0,0.04,10.85
Veneto,2021-01-12,0.0,0.05,10.86
Veneto,2021-01-13,0.0,0.05,10.86
Veneto,2021-01-14,0.0,0.06,10.870000000000001
Veneto,2021-01-15,0.0,0.07,10.88
Veneto,2021-01-16,0.08,0.07,10.88
Veneto,2021-01-17,0.46,0.13,10.94
Veneto,2021-01-18,0.0,0.09,10.9
Veneto,2021-01-19,0.0,1.19,12.0
Veneto,2021-01-20,0.0,1.19,12.0
Veneto,2021-01-21,0.0,1.19,12.0
Veneto,2021-01-22,0.0,1.19,12.0
Veneto,2021-01-23,0.0,1.19,12.0
Veneto,2021-01-24,0.0,1.19,12.0
Veneto,2021-01-25,0.0,1.19,12.0
Veneto,2021-01-26,0.0,1.19,12.0
Veneto,2021-01-27,0.0,1.19,12.0
Veneto,2021-01-28,0.0,1.19,12.0
Veneto,2021-01-29,0.0,1.19,12.0
Veneto,2021-01-30,0.0,1.19,12.0
Veneto,2021-01-31,0.0,1.19,12.0
Veneto,2021-02-01,0.0,1.19,12.0
Veneto,2021-02-02,0.0,1.19,12.0
Veneto,2021-02-03,0.0,1.19,12.0
Veneto,2021-02-04,0.0,1.19,12.0
Veneto,2021-02-05,0.0,1.19,12.0
Veneto,2021-02-06,0.0,1.19,12.0
Veneto,2021-02-07,0.0,1.19,12.0
Veneto,2021-02-08,0.0,1.19,12.0
Veneto,2021-02-09,0.0,1.19,12.0
Veneto,2021-02-10,0.0,1.19,12.0
Veneto,2021-02-11,0.0,1.19,12.0
Veneto,2021-02-12,0.0,1.19,12.0
Veneto,2021-02-13,0.0,1.19,12.0
Veneto,2021-02-14,0.0,1.19,12.0
Veneto,2021-02-15,0.0,1.19,12.0
Veneto,2021-02-16,0.0,1.19,12.0
Veneto,2021-02-17,0.0,1.19,12.0
Veneto,2021-02-18,5.2,1.19,12.0
Veneto,2021-02-19,5.2,1.2,12.0
Veneto,2021-02-20,5.2,1.2,12.0
Veneto,2021-02-21,5.2,1.17,11.97
Veneto,2021-02-22,1.53,1.18,11.98
Veneto,2021-02-23,1.58,0.75,11.540000000000001
Veneto,2021-02-24,1.67,0.91,11.700000000000001
Veneto,2021-02-25,1.79,0.98,11.77
Veneto,2021-02-26,1.76,1.03,11.82
Veneto,2021-02-27,1.73,1.04,11.83
Veneto,2021-02-28,1.73,1.04,11.84
Veneto,2021-03-01,1.73,0.9,11.700000000000001
Veneto,2021-03-02,1.53,0.85,11.65
Veneto,2021-03-03,1.6,0.8300000000000001,11.63
Veneto,2021-03-04,1.57,0.74,11.540000000000001
Veneto,2021-03-05,1.3900000000000001,1.02,11.83
Veneto,2021-03-06,1.26,0.98,11.790000000000001
Veneto,2021-03-07,1.25,0.88,11.69
Veneto,2021-03-08,1.22,0.81,11.620000000000001
Veneto,2021-03-09,1.03,0.79,11.6
Veneto,2021-03-10,1.0,0.8,11.61
Veneto,2021-03-11,1.43,0.8200000000000001,11.63
Veneto,2021-03-12,1.42,0.81,11.620000000000001
Veneto,2021-03-13,0.9400000000000001,0.79,11.6
Veneto,2021-03-14,0.91,0.71,11.52
Veneto,2021-03-15,0.9,0.55,11.36
Veneto,2021-03-16,0.85,0.42,11.23
Veneto,2021-03-17,0.74,0.41000000000000003,11.22
Veneto,2021-03-18,0.59,0.41000000000000003,11.22
Veneto,2021-03-19,1.08,0.42,11.23
Veneto,2021-03-20,0.62,0.4,11.21
Veneto,2021-03-21,0.61,0.26,11.07
Veneto,2021-03-22,0.61,0.23,11.040000000000001
Veneto,2021-03-23,0.6,0.21,11.02
Veneto,2021-03-24,0.53,0.2,11.01
Veneto,2021-03-25,0.55,0.14,10.950000000000001
Veneto,2021-03-26,0.63,0.02,10.82
Veneto,2021-03-27,1.1500000000000001,0.07,10.870000000000001
Veneto,2021-03-28,1.11,0.11,10.91
Veneto,2021-03-29,0.6,0.08,10.88
Veneto,2021-03-30,0.16,0.06,10.86
Veneto,2021-03-31,0.0,0.06,10.86
Veneto,2021-04-01,0.25,0.07,10.870000000000001
Veneto,2021-04-02,0.0,0.0,10.76
Veneto,2021-04-03,0.0,0.01,10.71
Veneto,2021-04-04,0.0,0.0,10.65
Veneto,2021-04-05,0.0,0.0,10.38
Veneto,2021-04-06,0.0,0.0,10.0
Veneto,2021-04-07,0.0,0.0,9.5
Veneto,2021-04-08,0.0,0.0,8.950000000000001
Veneto,2021-04-09,0.0,0.0,8.950000000000001
Veneto,2021-04-10,0.0,0.0,8.950000000000001
Veneto,2021-04-11,0.0,0.0,8.950000000000001
Veneto,2021-04-12,0.0,0.0,9.14
Veneto,2021-04-13,0.0,0.0,9.39
Veneto,2021-04-14,0.0,0.0,9.55
Veneto,2021-04-15,0.0,0.0,10.040000000000001
Veneto,2021-04-16,0.0,0.0,10.4
Veneto,2021-04-17,0.0,0.0,10.620000000000001
Veneto,2021-04-18,3.09,0.14,10.88
Veneto,2021-04-19,2.5,0.12,10.84
Veneto,2021-04-20,1.8900000000000001,0.04,10.74
Veneto,2021-04-21,1.05,0.02,10.71
Veneto,2021-04-22,1.53,0.02,10.67
Veneto,2021-04-23,1.56,0.02,10.65
Veneto,2021-04-24,2.2600000000000002,0.0,10.61
Veneto,2021-04-25,2.14,0.0,10.6
Veneto,2021-04-26,1.73,0.0,10.59
Veneto,2021-04-27,1.31,0.01,10.65
Veneto,2021-04-28,0.74,0.0,10.67
Veneto,2021-04-29,0.05,0.01,10.71
Veneto,2021-04-30,0.12,0.02,10.72
Veneto,2021-05-01,1.28,0.02,10.71
Veneto,2021-05-02,2.7800000000000002,0.01,10.72
Veneto,2021-05-03,1.6500000000000001,0.03,10.75
Veneto,2021-05-04,0.8300000000000001,0.02,10.74
Veneto,2021-05-05,0.17,0.0,10.72
Veneto,2021-05-06,0.0,0.01,10.74
Veneto,2021-05-07,0.0,0.0,10.73
Veneto,2021-05-08,0.07,0.0,10.49
Veneto,2021-05-09,0.8300000000000001,0.0,10.24
Veneto,2021-05-10,1.93,0.0,10.05
Veneto,2021-05-11,1.36,0.0,9.81
Veneto,2021-05-12,0.21,0.0,9.58
Veneto,2021-05-13,0.16,0.0,8.97
Veneto,2021-05-14,0.0,0.0,8.34
Veneto,2021-05-15,0.0,0.0,8.370000000000001
Veneto,2021-05-16,0.03,0.0,8.38
Veneto,2021-05-17,0.03,0.0,8.38
Veneto,2021-05-18,0.0,0.0,9.18
Veneto,2021-05-19,0.0,0.0,9.63
Veneto,2021-05-20,0.0,0.0,9.97
Veneto,2021-05-21,0.0,0.0,10.23
Veneto,2021-05-22,0.0,0.0,10.4
Veneto,2021-05-23,0.0,0.0,10.67
Veneto,2021-05-24,0.0,1.19,12.0
Veneto,2021-05-25,0.0,1.19,12.0
Veneto,2021-05-26,0.0,1.19,12.0
Veneto,2021-05-27,0.0,1.19,12.0
Veneto,2021-05-28,0.0,1.19,12.0
Veneto,2021-05-29,0.0,1.19,12.0
Veneto,2021-05-30,0.0,1.19,12.0
Veneto,2021-05-31,0.0,1.19,12.0
Veneto,2021-06-01,0.0,1.19,12.0
Veneto,2021-06-02,0.0,1.19,12.0
Veneto,2021-06-03,0.0,1.19,12.0
Veneto,2021-06-04,0.0,1.19,12.0
Veneto,2021-06-05,0.0,1.19,12.0
Veneto,2021-06-06,0.0,1.19,12.0
Veneto,2021-06-07,0.0,1.19,12.0
Veneto,2021-06-08,0.0,1.19,12.0
Veneto,2021-06-09,0.0,1.19,12.0
Veneto,2021-06-10,0.0,1.19,12.0
Veneto,2021-06-11,0.0,1.19,12.0
Veneto,2021-06-12,0.0,1.19,12.0
Veneto,2021-06-13,0.0,1.19,12.0
Veneto,2021-06-14,0.0,1.19,12.0
Veneto,2021-06-15,0.0,1.19,12.0
Veneto,2021-06-16,0.0,1.19,12.0
Veneto,2021-06-17,0.0,1.19,12.0
Veneto,2021-06-18,0.0,1.19,12.0
Veneto,2021-06-19,0.0,1.19,12.0
Veneto,2021-06-20,0.0,1.19,12.0
Veneto,2021-06-21,0.0,1.19,12.0
Veneto,2021-06-22,0.0,1.19,12.0
Veneto,2021-06-23,0.0,1.19,12.0
Veneto,2021-06-24,0.0,1.19,12.0
Veneto,2021-06-25,0.0,1.19,12.0
Veneto,2021-06-26,3.77,0.0,10.63
Veneto,2021-06-27,2.11,0.01,10.5
Veneto,2021-06-28,1.62,0.01,10.32
Veneto,2021-06-29,1.43,0.0,10.08
Veneto,2021-06-30,0.81,0.0,9.85
Veneto,2021-07-01,1.2,0.0,9.44
Veneto,2021-07-02,1.33,0.0,9.3
Veneto,2021-07-03,1.49,0.0,9.200000000000001
Veneto,2021-07-04,2.0,0.0,9.120000000000001
Veneto,2021-07-05,2.29,0.0,9.06
Veneto,2021-07-06,2.09,0.0,9.5
Veneto,2021-07-07,2.18,0.0,9.8
Veneto,2021-07-08,2.16,0.0,10.05
Veneto,2021-07-09,2.12,0.0,10.26
Veneto,2021-07-10,2.15,0.01,10.4
Veneto,2021-07-11,2.02,0.42,11.040000000000001
Veneto,2021-07-12,1.96,0.39,11.08
Veneto,2021-07-13,1.96,0.32,11.040000000000001
Veneto,2021-07-14,1.93,0.74,11.49
Veneto,2021-07-15,1.8800000000000001,0.63,11.39
Veneto,2021-07-16,1.85,0.67,11.44
Veneto,2021-07-17,1.81,0.79,11.57
Veneto,2021-07-18,1.8,0.9,11.69
Veneto,2021-07-19,1.83,0.88,11.67
Veneto,2021-07-20,1.83,0.64,11.43
Veneto,2021-07-21,1.3900000000000001,0.99,11.790000000000001
Veneto,2021-07-22,1.33,0.93,11.73
Veneto,2021-07-23,1.3,0.8300000000000001,11.63
Veneto,2021-07-24,1.29,0.65,11.450000000000001
Veneto,2021-07-25,1.27,0.48,11.28
Veneto,2021-07-26,1.25,0.37,11.17
Veneto,2021-07-27,1.21,0.35000000000000003,11.15
Veneto,2021-07-28,1.21,0.34,11.14
Veneto,2021-07-29,1.16,0.33,11.13
Veneto,2021-07-30,1.08,0.32,11.120000000000001
Veneto,2021-07-31,1.03,0.22,11.02
Veneto,2021-08-01,0.9500000000000001,0.13,10.93
Veneto,2021-08-02,0.66,0.09,10.89
Veneto,2021-08-03,0.51,0.05,10.85
Veneto,2021-08-04,0.49,0.07,10.870000000000001
Veneto,2021-08-05,0.48,0.08,10.88
Veneto,2021-08-06,0.48,0.09,10.89
Veneto,2021-08-07,0.49,0.1,10.9
Veneto,2021-08-08,0.46,0.08,10.88
Veneto,2021-08-09,0.43,0.0,10.790000000000001
Veneto,2021-08-10,0.39,0.01,10.8
Veneto,2021-08-11,0.35000000000000003,0.01,10.8
Veneto,2021-08-12,0.29,0.01,10.8
Veneto,2021-08-13,0.38,0.01,10.790000000000001
Veneto,2021-08-14,0.35000000000000003,0.0,10.77
Veneto,2021-08-15,0.35000000000000003,0.0,10.76
Veneto,2021-08-16,0.29,0.01,10.77
Veneto,2021-08-17,0.13,0.01,10.77
Veneto,2021-08-18,0.02,0.0,10.75
Veneto,2021-08-19,0.0,0.0,10.74
Veneto,2021-08-20,0.0,0.0,10.72
Veneto,2021-08-21,0.0,0.0,10.71
Veneto,2021-08-22,0.1,0.02,10.73
Veneto,2021-08-23,0.0,0.01,10.72
Veneto,2021-08-24,0.0,0.0,10.71
Veneto,2021-08-25,0.0,0.01,10.73
Veneto,2021-08-26,0.0,0.01,10.73
Veneto,2021-08-27,1.52,0.02,10.74
Veneto,2021-08-28,1.5,0.01,10.73
Veneto,2021-08-29,1.5,0.3,11.03
Veneto,2021-08-30,1.3800000000000001,0.27,11.02
Veneto,2021-08-31,1.3,0.2,10.96
Veneto,2021-09-01,1.23,0.06,10.82
Veneto,2021-09-02,1.21,0.03,10.790000000000001
Veneto,2021-09-03,1.1300000000000001,0.0,10.76
Veneto,2021-09-04,1.07,0.14,10.91
Veneto,2021-09-05,1.0,0.13,10.9
Veneto,2021-09-06,0.9400000000000001,0.06,10.83
