,date,infected,administrative_area_level_1
116416,2021-01-19,379.0,Germany
116417,2021-01-20,379.0,Germany
116418,2021-01-21,380.0,Germany
116419,2021-01-22,381.0,Germany
116420,2021-01-23,381.0,Germany
116421,2021-01-24,382.0,Germany
116422,2021-01-25,382.0,Germany
116423,2021-01-26,384.0,Germany
116424,2021-01-27,385.0,Germany
116425,2021-01-28,386.0,Germany
116426,2021-01-29,388.0,Germany
116427,2021-01-30,388.0,Germany
116428,2021-01-31,388.0,Germany
116429,2021-02-01,388.0,Germany
116430,2021-02-02,388.0,Germany
116431,2021-02-03,391.0,Germany
116432,2021-02-04,391.0,Germany
116433,2021-02-05,391.0,Germany
116434,2021-02-06,392.0,Germany
116435,2021-02-07,392.0,Germany
116436,2021-02-08,392.0,Germany
116437,2021-02-09,392.0,Germany
116438,2021-02-10,392.0,Germany
116439,2021-02-11,392.0,Germany
116440,2021-02-12,392.0,Germany
116441,2021-02-13,392.0,Germany
116442,2021-02-14,392.0,Germany
116443,2021-02-15,392.0,Germany
116444,2021-02-16,392.0,Germany
116445,2021-02-17,392.0,Germany
116446,2021-02-18,393.0,Germany
116447,2021-02-19,394.0,Germany
116448,2021-02-20,395.0,Germany
116449,2021-02-21,395.0,Germany
116450,2021-02-22,395.0,Germany
116451,2021-02-23,396.0,Germany
116452,2021-02-24,397.0,Germany
116453,2021-02-25,397.0,Germany
116454,2021-02-26,397.0,Germany
116455,2021-02-27,397.0,Germany
116456,2021-02-28,397.0,Germany
116457,2021-03-01,397.0,Germany
116458,2021-03-02,397.0,Germany
116459,2021-03-03,397.0,Germany
116460,2021-03-04,397.0,Germany
116461,2021-03-05,397.0,Germany
116462,2021-03-06,397.0,Germany
116463,2021-03-07,397.0,Germany
116464,2021-03-08,397.0,Germany
116465,2021-03-09,397.0,Germany
116466,2021-03-10,397.0,Germany
116467,2021-03-11,397.0,Germany
116468,2021-03-12,397.0,Germany
116469,2021-03-13,397.0,Germany
116470,2021-03-14,397.0,Germany
116471,2021-03-15,397.0,Germany
116472,2021-03-16,398.0,Germany
116473,2021-03-17,398.0,Germany
116474,2021-03-18,398.0,Germany
116475,2021-03-19,398.0,Germany
116476,2021-03-20,399.0,Germany
116477,2021-03-21,399.0,Germany
116478,2021-03-22,399.0,Germany
116479,2021-03-23,399.0,Germany
116480,2021-03-24,399.0,Germany
116481,2021-03-25,399.0,Germany
116482,2021-03-26,399.0,Germany
116483,2021-03-27,399.0,Germany
116484,2021-03-28,399.0,Germany
116485,2021-03-29,399.0,Germany
116486,2021-03-30,399.0,Germany
116487,2021-03-31,399.0,Germany
116488,2021-04-01,399.0,Germany
116489,2021-04-02,399.0,Germany
116490,2021-04-03,399.0,Germany
116491,2021-04-04,399.0,Germany
116492,2021-04-05,399.0,Germany
116493,2021-04-06,399.0,Germany
116494,2021-04-07,399.0,Germany
116495,2021-04-08,399.0,Germany
116496,2021-04-09,399.0,Germany
116497,2021-04-10,399.0,Germany
116498,2021-04-11,399.0,Germany
116499,2021-04-12,399.0,Germany
116500,2021-04-13,399.0,Germany
116501,2021-04-14,399.0,Germany
116502,2021-04-15,399.0,Germany
116503,2021-04-16,399.0,Germany
116504,2021-04-17,399.0,Germany
116505,2021-04-18,400.0,Germany
116506,2021-04-19,400.0,Germany
116507,2021-04-20,400.0,Germany
116508,2021-04-21,400.0,Germany
116509,2021-04-22,400.0,Germany
116510,2021-04-23,400.0,Germany
116511,2021-04-24,400.0,Germany
116512,2021-04-25,400.0,Germany
116513,2021-04-26,400.0,Germany
116514,2021-04-27,400.0,Germany
116515,2021-04-28,401.0,Germany
116516,2021-04-29,401.0,Germany
116517,2021-04-30,401.0,Germany
116518,2021-05-01,401.0,Germany
116519,2021-05-02,401.0,Germany
116520,2021-05-03,401.0,Germany
116521,2021-05-04,401.0,Germany
116522,2021-05-05,401.0,Germany
116523,2021-05-06,401.0,Germany
116524,2021-05-07,401.0,Germany
116525,2021-05-08,401.0,Germany
116526,2021-05-09,401.0,Germany
116527,2021-05-10,401.0,Germany
116528,2021-05-11,401.0,Germany
116529,2021-05-12,401.0,Germany
116530,2021-05-13,401.0,Germany
116531,2021-05-14,401.0,Germany
116532,2021-05-15,401.0,Germany
116533,2021-05-16,401.0,Germany
116534,2021-05-17,401.0,Germany
116535,2021-05-18,401.0,Germany
116536,2021-05-19,401.0,Germany
116537,2021-05-20,401.0,Germany
116538,2021-05-21,401.0,Germany
116539,2021-05-22,402.0,Germany
116540,2021-05-23,402.0,Germany
116541,2021-05-24,402.0,Germany
116542,2021-05-25,402.0,Germany
116543,2021-05-26,402.0,Germany
116544,2021-05-27,402.0,Germany
116545,2021-05-28,402.0,Germany
116546,2021-05-29,402.0,Germany
116547,2021-05-30,402.0,Germany
116548,2021-05-31,402.0,Germany
116549,2021-06-01,402.0,Germany
116550,2021-06-02,402.0,Germany
116551,2021-06-03,402.0,Germany
116552,2021-06-04,402.0,Germany
116553,2021-06-05,402.0,Germany
116554,2021-06-06,402.0,Germany
116555,2021-06-07,402.0,Germany
116556,2021-06-08,402.0,Germany
116557,2021-06-09,402.0,Germany
116558,2021-06-10,402.0,Germany
116559,2021-06-11,402.0,Germany
116560,2021-06-12,402.0,Germany
116561,2021-06-13,402.0,Germany
116562,2021-06-14,402.0,Germany
116563,2021-06-15,402.0,Germany
116564,2021-06-16,402.0,Germany
116565,2021-06-17,402.0,Germany
116566,2021-06-18,402.0,Germany
116567,2021-06-19,402.0,Germany
116568,2021-06-20,402.0,Germany
116569,2021-06-21,402.0,Germany
116570,2021-06-22,402.0,Germany
116571,2021-06-23,402.0,Germany
116572,2021-06-24,402.0,Germany
116573,2021-06-25,403.0,Germany
116574,2021-06-26,403.0,Germany
116575,2021-06-27,403.0,Germany
116576,2021-06-28,403.0,Germany
116577,2021-06-29,403.0,Germany
116578,2021-06-30,403.0,Germany
116579,2021-07-01,403.0,Germany
116580,2021-07-02,403.0,Germany
116581,2021-07-03,403.0,Germany
116582,2021-07-04,403.0,Germany
116583,2021-07-05,403.0,Germany
116584,2021-07-06,403.0,Germany
116585,2021-07-07,403.0,Germany
116586,2021-07-08,403.0,Germany
116587,2021-07-09,403.0,Germany
116588,2021-07-10,403.0,Germany
116589,2021-07-11,403.0,Germany
116590,2021-07-12,403.0,Germany
116591,2021-07-13,403.0,Germany
116592,2021-07-14,403.0,Germany
116593,2021-07-15,403.0,Germany
116594,2021-07-16,403.0,Germany
116595,2021-07-17,403.0,Germany
116596,2021-07-18,403.0,Germany
116597,2021-07-19,403.0,Germany
116598,2021-07-20,403.0,Germany
116599,2021-07-21,403.0,Germany
116600,2021-07-22,403.0,Germany
116601,2021-07-23,403.0,Germany
116602,2021-07-24,403.0,Germany
116603,2021-07-25,403.0,Germany
116604,2021-07-26,403.0,Germany
116605,2021-07-27,403.0,Germany
